desercion_año_anterior,frecuencia_viajes,departamento,distancia_domicilio,educacion,formacion,conteo_de_empleados,ID,nivel_de_cargo,nombre_cargo,estado_civil,ingresos_mensuales,empresas_anteriores,edad>18,porcentaje_aumentosalario,horas_trabajo,nivel_de_opciones,años_de_trabajo,numero_capacitaciones,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,conciliacion_faimilar_laboral,implicacion_laboral,rendimiento,tiempo_prom_dia
No,Travel_Rarely,Research & Development,8,3,Other,1,3417,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,1,2.0,1.0,2.0,3,4,7.1056
No,Travel_Rarely,Human Resources,2,4,Medical,1,3418,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,1.0,3.0,3.0,3,3,7.8272
No,Travel_Rarely,Sales,3,3,Medical,1,3419,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,8,3.0,3.0,3.0,3,3,5.8953
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3420,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,1,4.0,3.0,3.0,3,3,6.5221
No,Travel_Rarely,Sales,2,3,Life Sciences,1,3421,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,8,4.0,4.0,3.0,4,3,6.5687
No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3422,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,2,1.0,4.0,3.0,3,3,6.6911
No,Travel_Rarely,Sales,24,3,Medical,1,3423,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,2,2.0,4.0,2.0,3,3,6.5997
No,Travel_Rarely,Research & Development,23,4,Other,1,3424,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,0,4.0,3.0,4.0,4,3,7.4643
No,Travel_Rarely,Sales,27,3,Medical,1,3425,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,0,1.0,4.0,3.0,4,4,5.9067
No,Travel_Rarely,Research & Development,16,4,Medical,1,3426,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,3,3.0,4.0,3.0,2,3,9.5112
Yes,Travel_Rarely,Sales,15,3,Marketing,1,3427,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,0,1.0,2.0,1.0,4,3,6.0948
No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,3428,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,7,3.0,2.0,3.0,2,3,8.1136
No,Non-Travel,Research & Development,19,1,Life Sciences,1,3429,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,10,2.0,3.0,3.0,3,3,5.9736
No,Travel_Rarely,Research & Development,24,2,Other,1,3430,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,0,2.0,4.0,3.0,4,3,7.9336
Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,3431,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2.0,1.0,3.0,2,3,7.3985
Yes,Travel_Rarely,Research & Development,5,4,Medical,1,3432,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,9,1.0,4.0,3.0,4,3,5.6741
No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3433,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,11,4.0,4.0,3.0,3,3,10.7717
No,Non-Travel,Human Resources,2,2,Life Sciences,1,3434,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,13,4.0,3.0,3.0,2,3,6.12
Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,3435,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,14,3.0,1.0,3.0,3,3,7.6438
No,Travel_Frequently,Sales,11,3,Marketing,1,3436,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,8,4.0,1.0,3.0,4,3,10.5416
No,Non-Travel,Sales,9,2,Technical Degree,1,3437,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2.0,4.0,2.0,3,3,7.2758
No,Travel_Rarely,Research & Development,7,2,Other,1,3438,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,1,4.0,4.0,4.0,2,3,7.1191
No,Non-Travel,Research & Development,15,3,Medical,1,3439,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,7,4.0,3.0,3.0,1,4,6.9777
No,Travel_Rarely,Sales,6,4,Marketing,1,3440,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,9,2.0,4.0,2.0,2,3,6.6795
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3441,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,4,2.0,4.0,1.0,3,3,7.5595
No,Travel_Rarely,Research & Development,16,1,Medical,1,3442,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,4,2.0,2.0,3.0,3,4,6.3129
No,Travel_Frequently,Sales,8,2,Medical,1,3443,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,12,3.0,2.0,3.0,4,4,7.5602
Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3444,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,0,1.0,3.0,2.0,3,3,5.6584
Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,3445,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,2,1.0,1.0,3.0,3,3,7.8743
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3446,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,0,3.0,3.0,3.0,2,3,8.6964
No,Travel_Rarely,Research & Development,10,3,Other,1,3447,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,0,4.0,2.0,3.0,4,3,7.1939
No,Travel_Frequently,Sales,9,4,Medical,1,3448,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,3.0,3.0,3.0,1,3,6.9532
No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3449,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,7,2.0,3.0,2.0,3,3,9.1989
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3450,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,1,4.0,2.0,2.0,3,4,7.1375
No,Travel_Rarely,Human Resources,2,3,Medical,1,3451,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,5,3.0,1.0,2.0,3,3,5.9439
No,Travel_Frequently,Research & Development,3,3,Medical,1,3452,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,3,1.0,3.0,3.0,2,3,7.2481
No,Travel_Rarely,Research & Development,2,1,Medical,1,3453,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,4.0,4.0,3.0,2,3,7.1776
No,Travel_Rarely,Research & Development,5,3,Medical,1,3454,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,0,3.0,3.0,3.0,3,3,7.3312
No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,3455,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,3,1.0,3.0,3.0,3,3,6.5592
No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3456,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,8,4.0,4.0,2.0,3,3,6.1806
No,Non-Travel,Research & Development,2,3,Medical,1,3457,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,2,3.0,1.0,4.0,2,3,5.7589
No,Travel_Rarely,Sales,25,2,Life Sciences,1,3458,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,0,3.0,4.0,3.0,2,4,7.2581
Yes,Travel_Frequently,Sales,8,3,Marketing,1,3459,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,4.0,4.0,3.0,2,4,8.4629
Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3460,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,0,3.0,1.0,2.0,3,3,6.3065
No,Travel_Rarely,Sales,12,3,Marketing,1,3461,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,7,4.0,1.0,3.0,3,3,10.6374
Yes,Travel_Rarely,Sales,23,3,Medical,1,3462,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,7,1.0,3.0,4.0,3,4,8.0374
Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,3463,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,9,2.0,1.0,2.0,2,3,6.9042
No,Travel_Rarely,Research & Development,5,4,Medical,1,3464,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,3,1.0,1.0,3.0,1,3,6.9428
No,Travel_Rarely,Research & Development,8,3,Medical,1,3465,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,2,3.0,1.0,2.0,3,3,5.9951
No,Travel_Rarely,Sales,1,4,Life Sciences,1,3466,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,8,2.0,3.0,3.0,4,3,7.6556
No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3467,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,9,3.0,3.0,2.0,3,3,6.7301
No,Travel_Rarely,Sales,1,4,Marketing,1,3468,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,1,1.0,4.0,3.0,3,3,7.6485
No,Non-Travel,Sales,11,3,Technical Degree,1,3469,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,2,1.0,3.0,3.0,2,3,7.5752
No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,3470,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,2,4.0,2.0,3.0,3,3,6.2507
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3471,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,7,3.0,3.0,4.0,4,3,6.2476
Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,3472,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,6,2.0,1.0,3.0,3,3,6.0287
No,Travel_Rarely,Sales,23,4,Marketing,1,3473,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,2,4.0,4.0,3.0,3,3,6.0845
Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,3474,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,7,4.0,1.0,3.0,2,4,9.4241
Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,3475,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,8,1.0,3.0,3.0,3,3,7.5254
No,Travel_Rarely,Human Resources,1,1,Human Resources,1,3476,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,2,1.0,3.0,2.0,3,3,6.4038
No,Travel_Frequently,Sales,29,4,Marketing,1,3477,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,4,1.0,4.0,2.0,3,3,6.1102
No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3478,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,0,4.0,4.0,3.0,2,4,10.1105
Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,3479,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,6,4.0,4.0,4.0,2,3,10.5893
Yes,Travel_Rarely,Sales,8,2,Marketing,1,3480,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,0,1.0,3.0,2.0,4,3,7.4202
Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3481,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,1.0,2.0,3.0,3,3,10.0771
No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,3482,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,7,4.0,1.0,3.0,2,3,6.4352
Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3483,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,0,1.0,2.0,3.0,3,3,5.8956
Yes,Travel_Frequently,Research & Development,1,4,Medical,1,3484,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,4.0,3.0,3.0,3,3,9.9187
No,Travel_Frequently,Sales,9,3,Medical,1,3485,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,2,4.0,2.0,3.0,2,3,7.8308
No,Non-Travel,Sales,1,1,Marketing,1,3486,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,3.0,4.0,3.0,3,4,6.8288
No,Non-Travel,Sales,2,1,Life Sciences,1,3487,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,1,1.0,4.0,2.0,3,3,5.7989
No,Non-Travel,Research & Development,1,3,Medical,1,3488,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,12,2.0,3.0,3.0,3,3,5.5266
No,Travel_Rarely,Sales,1,3,Life Sciences,1,3489,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,0,2.0,2.0,3.0,3,3,7.3518
No,Travel_Rarely,Research & Development,6,2,Medical,1,3490,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,7,3.0,3.0,3.0,2,3,10.3895
No,Travel_Rarely,Research & Development,8,3,Medical,1,3491,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,3.0,4.0,3.0,4,3,5.7491
No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3492,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,7,4.0,2.0,2.0,3,3,6.2943
No,Travel_Rarely,Research & Development,6,4,Medical,1,3493,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,9,1.0,3.0,3.0,3,3,5.9027
No,Travel_Rarely,Research & Development,7,4,Medical,1,3494,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,0,4.0,2.0,3.0,3,4,6.9597
No,Travel_Frequently,Research & Development,5,3,Medical,1,3495,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,1,3.0,1.0,3.0,3,3,6.515
Yes,Travel_Frequently,Sales,1,3,Marketing,1,3496,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,5,1.0,4.0,3.0,3,3,6.8335
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3497,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,9,3.0,3.0,4.0,3,3,5.5644
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3498,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,4.0,2.0,4.0,2,3,10.3847
No,Non-Travel,Research & Development,6,3,Life Sciences,1,3499,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,3,3.0,2.0,2.0,3,3,5.6948
No,Non-Travel,Research & Development,1,3,Medical,1,3500,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,9,1.0,4.0,3.0,4,3,6.8502
No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3501,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,3.0,4.0,3.0,3,3,6.0654
No,Travel_Rarely,Sales,2,4,Marketing,1,3502,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,4,1.0,2.0,1.0,3,3,7.1323
No,Travel_Frequently,Research & Development,9,2,Other,1,3503,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,2,4.0,4.0,3.0,3,3,6.0332
No,Travel_Rarely,Sales,2,2,Medical,1,3504,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,3,4.0,2.0,3.0,2,4,6.9051
No,Travel_Frequently,Sales,9,1,Technical Degree,1,3505,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,2,4.0,3.0,2.0,2,3,7.5337
No,Travel_Frequently,Research & Development,1,4,Medical,1,3506,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,1,4.0,2.0,2.0,1,3,6.6361
No,Travel_Rarely,Sales,21,2,Life Sciences,1,3507,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,0,2.0,4.0,3.0,4,3,6.5677
No,Travel_Rarely,Sales,4,2,Other,1,3508,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,2,2.0,4.0,2.0,1,4,10.6814
No,Travel_Rarely,Research & Development,1,3,Medical,1,3509,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,0,3.0,3.0,4.0,2,3,6.1043
No,Travel_Frequently,Sales,6,4,Life Sciences,1,3510,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,2,3.0,3.0,3.0,3,3,10.2475
Yes,Non-Travel,Research & Development,2,4,Medical,1,3511,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,3.0,3.0,3.0,4,3,6.7856
Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3512,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,3,1.0,1.0,3.0,2,3,8.6963
No,Travel_Rarely,Research & Development,4,2,Medical,1,3513,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,0,2.0,4.0,3.0,3,3,7.6431
Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,3514,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,3.0,3.0,2.0,4,3,6.6126
No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3515,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,3,3.0,4.0,3.0,3,3,7.3336
No,Travel_Rarely,Research & Development,6,2,Medical,1,3516,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,2,4.0,3.0,3.0,3,3,7.0677
No,Travel_Rarely,Sales,1,1,Marketing,1,3517,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,3,2.0,3.0,2.0,3,3,6.6309
No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3518,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,4,3.0,3.0,1.0,2,3,6.3318
Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3519,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,10,4.0,1.0,1.0,1,3,6.4724
No,Travel_Frequently,Research & Development,2,4,Medical,1,3520,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,13,2.0,3.0,2.0,1,3,6.3403
Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,3521,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,14,3.0,1.0,2.0,1,3,7.4063
No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3522,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,5,2.0,1.0,4.0,2,4,7.0864
No,Travel_Rarely,Research & Development,5,3,Medical,1,3523,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,7,4.0,3.0,3.0,3,4,6.4903
No,Travel_Rarely,Sales,7,4,Life Sciences,1,3524,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,2,4.0,2.0,3.0,3,3,7.4592
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3525,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,0,3.0,4.0,2.0,1,3,10.1725
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3526,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,7,1.0,4.0,3.0,3,4,6.9911
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3527,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,4,3.0,3.0,3.0,3,3,7.2574
No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,3528,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,0,3.0,4.0,1.0,3,4,10.3379
No,Travel_Rarely,Research & Development,18,5,Medical,1,3529,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,4,3.0,2.0,4.0,3,3,6.4952
No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,3530,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,9,4.0,1.0,3.0,3,3,7.1905
No,Travel_Frequently,Research & Development,3,3,Medical,1,3531,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,4.0,4.0,4.0,3,3,7.6761
Yes,Travel_Rarely,Sales,5,3,Marketing,1,3532,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,3,1.0,3.0,2.0,3,3,6.9817
No,Non-Travel,Research & Development,11,2,Other,1,3533,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,0,3.0,1.0,3.0,2,3,6.3563
No,Travel_Rarely,Research & Development,3,2,Other,1,3534,2,Healthcare Representative,Divorced,44490,2.0,Y,15,8,0,28.0,3,2,4.0,1.0,3.0,1,3,5.9846
No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3535,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,8,3.0,4.0,3.0,3,4,6.9344
No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3536,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,0,3.0,1.0,3.0,3,3,6.8122
No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3537,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,2,1.0,3.0,2.0,3,3,8.3305
No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,3538,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,11,4.0,4.0,2.0,1,3,6.284
No,Travel_Rarely,Research & Development,6,3,Medical,1,3539,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1.0,3.0,2.0,3,3,6.228
Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,3540,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,2,3.0,3.0,3.0,1,3,10.3249
No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3541,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4.0,3.0,3.0,2,3,5.8321
No,Travel_Rarely,Research & Development,23,3,Medical,1,3542,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,3,2.0,4.0,2.0,3,3,8.6254
Yes,Travel_Frequently,Research & Development,22,4,Medical,1,3543,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,3.0,4.0,3.0,2,4,9.7207
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3544,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,9,3.0,1.0,3.0,3,3,5.5795
No,Non-Travel,Research & Development,20,3,Life Sciences,1,3545,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,4.0,3.0,3.0,3,3,5.8245
No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3546,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,4,2.0,3.0,3.0,1,3,7.7055
Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,3547,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,0,1.0,1.0,1.0,4,3,7.0392
No,Travel_Rarely,Sales,20,3,Marketing,1,3548,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,3,3.0,1.0,3.0,2,3,7.3297
No,Travel_Frequently,Sales,9,3,Medical,1,3549,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,2.0,2.0,3.0,4,3,6.4267
No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,3550,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,4.0,1.0,3.0,3,4,6.7405
No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,3,4.0,1.0,3.0,3,3,6.7492
No,Travel_Rarely,Research & Development,8,4,Other,1,3552,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,3,4.0,2.0,3.0,3,4,7.0436
No,Travel_Rarely,Sales,4,4,Marketing,1,3553,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,3.0,1.0,3.0,2,4,8.3516
Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,3554,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,0,4.0,2.0,1.0,3,3,6.254
No,Travel_Frequently,Research & Development,9,2,Medical,1,3555,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,1,2.0,3.0,2.0,2,3,5.4865
No,Travel_Rarely,Research & Development,9,2,Medical,1,3556,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,3.0,3.0,3.0,4,3,6.3199
No,Travel_Rarely,Sales,29,3,Marketing,1,3557,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,9,3.0,3.0,2.0,3,3,5.6774
No,Travel_Rarely,Research & Development,3,4,Medical,1,3558,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,17,4.0,4.0,3.0,1,3,7.4845
No,Travel_Rarely,Research & Development,18,4,Medical,1,3559,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,3.0,4.0,3.0,2,3,5.7949
No,Travel_Rarely,Sales,9,1,Medical,1,3560,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,4,4.0,4.0,2.0,3,4,5.925
No,Non-Travel,Research & Development,5,4,Medical,1,3561,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,3,4.0,1.0,4.0,2,3,7.3362
No,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,9,2.0,4.0,3.0,3,3,8.4639
No,Travel_Frequently,Sales,10,3,Life Sciences,1,3563,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,3.0,2.0,3.0,3,3,7.1143
No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3564,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,7,4.0,3.0,3.0,3,3,7.6998
No,Travel_Rarely,Sales,3,2,Marketing,1,3565,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,3.0,1.0,3.0,2,3,7.6689
No,Travel_Rarely,Sales,26,2,Marketing,1,3566,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,10,1.0,4.0,3.0,3,3,5.6092
No,Travel_Rarely,Research & Development,1,3,Medical,1,3567,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,3,2.0,2.0,4.0,1,3,6.7636
No,Travel_Rarely,Research & Development,6,2,Medical,1,3568,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,1,3.0,4.0,3.0,3,4,7.8221
No,Travel_Rarely,Sales,9,3,Marketing,1,3569,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,7,4.0,2.0,3.0,2,3,8.6702
No,Travel_Frequently,Human Resources,8,2,Medical,1,3570,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,0,1.0,1.0,3.0,3,3,9.0797
No,Non-Travel,Research & Development,1,1,Life Sciences,1,3571,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,12,3.0,4.0,2.0,2,4,9.4963
