años_de_trabajo,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,tiempo_prom_dia,frecuencia_viajes_Non-Travel,frecuencia_viajes_Travel_Frequently,estado_civil_Divorced,estado_civil_Single,numero_capacitaciones_2
28.0,4,4.0,3.0,7.9976,0,0,0,0,1
14.0,7,4.0,3.0,7.3667,0,0,1,0,1
1.0,0,1.0,3.0,5.9013,0,0,1,0,0
0.0,0,3.0,4.0,5.5483,0,0,0,1,0
4.0,2,3.0,3.0,6.0327,0,1,0,1,1
9.0,0,4.0,3.0,6.6056,1,0,0,0,0
13.0,2,4.0,2.0,6.9013,0,1,0,1,0
17.0,3,3.0,4.0,9.1369,0,0,0,0,0
13.0,7,1.0,1.0,6.5555,0,0,0,0,1
9.0,7,3.0,1.0,5.8508,0,0,0,0,0
8.0,3,4.0,4.0,7.3233,0,0,0,0,1
32.0,13,2.0,3.0,9.1981,0,1,0,0,1
4.0,2,4.0,1.0,6.5783,0,0,0,0,1
3.0,2,2.0,2.0,6.6227,0,0,0,0,0
5.0,2,1.0,2.0,6.902,1,0,0,0,0
9.0,2,1.0,1.0,8.7841,0,1,0,0,1
12.0,2,2.0,2.0,6.8328,0,0,0,0,1
24.0,9,4.0,4.0,7.9059,0,1,0,0,0
29.0,2,2.0,2.0,6.2778,0,0,1,0,1
5.0,1,3.0,4.0,6.4513,0,1,0,0,0
21.0,6,2.0,4.0,7.0868,0,0,0,0,0
10.0,3,3.0,3.0,6.2286,1,0,0,0,1
28.0,3,1.0,4.0,6.3967,0,0,1,0,1
8.0,0,3.0,3.0,8.736,0,0,0,0,1
11.0,7,3.0,4.0,5.7491,0,0,1,0,0
5.0,1,1.0,4.0,6.4688,0,0,0,1,0
7.0,3,1.0,3.0,7.2312,0,0,0,1,0
7.0,7,3.0,3.0,6.3199,0,0,1,0,0
1.0,0,3.0,1.0,6.3065,0,0,0,1,1
11.0,7,1.0,1.0,6.1678,0,0,0,1,1
3.0,2,3.0,4.0,6.3991,0,1,0,0,0
9.0,8,1.0,4.0,7.6235,0,0,0,0,1
7.0,0,4.0,4.0,7.0585,1,0,0,1,0
13.0,7,3.0,1.0,10.7115,0,0,1,0,1
5.0,4,4.0,4.0,5.894,0,0,0,0,1
11.0,2,3.0,3.0,5.8623,1,0,1,0,1
7.0,0,1.0,4.0,6.9937,0,0,1,0,0
6.0,2,2.0,3.0,6.0027,0,0,0,0,0
9.0,5,3.0,2.0,7.2879,0,1,0,0,0
4.0,2,2.0,3.0,6.2394,0,0,0,1,0
5.0,2,4.0,4.0,6.0332,0,1,1,0,1
28.0,2,1.0,3.0,5.7712,0,1,0,0,0
24.0,8,1.0,3.0,8.5,0,0,0,1,0
6.0,1,2.0,2.0,6.1406,0,0,0,0,1
10.0,7,3.0,3.0,6.1524,0,0,0,0,0
8.0,1,4.0,3.0,5.7614,0,0,0,1,1
3.0,1,1.0,4.0,5.6163,0,1,0,0,0
5.0,2,4.0,3.0,6.4609,0,0,1,0,0
9.0,7,4.0,4.0,6.6848,0,0,1,0,1
1.0,0,4.0,2.0,7.3514,0,0,0,1,1
5.0,4,3.0,1.0,6.0097,0,0,1,0,1
10.0,3,1.0,3.0,6.27,0,1,0,0,1
21.0,10,2.0,1.0,5.6,0,0,0,1,0
7.0,1,2.0,2.0,6.342,0,0,1,0,1
2.0,2,1.0,3.0,5.5265,0,0,1,0,0
6.0,3,4.0,2.0,6.4451,0,0,0,1,1
10.0,7,3.0,2.0,6.1328,0,1,0,0,1
15.0,0,4.0,2.0,10.0595,0,0,0,0,0
9.0,7,4.0,4.0,6.297,0,1,1,0,0
18.0,9,1.0,4.0,6.6467,1,0,0,1,0
10.0,2,2.0,2.0,5.8648,0,1,0,1,1
1.0,0,2.0,1.0,10.6526,0,0,0,0,1
22.0,8,3.0,3.0,6.0167,0,0,0,0,1
4.0,2,3.0,4.0,6.7629,0,0,1,0,1
8.0,7,3.0,3.0,7.4044,0,0,0,0,0
8.0,0,1.0,3.0,5.676,0,0,1,0,0
10.0,8,4.0,4.0,7.3425,0,0,0,1,0
21.0,0,2.0,4.0,8.546,0,0,1,0,0
10.0,3,2.0,2.0,6.4315,0,1,0,0,0
2.0,0,4.0,1.0,5.8706,0,0,0,0,1
10.0,9,2.0,3.0,6.0857,0,0,0,1,0
8.0,3,4.0,1.0,7.2873,0,1,0,0,0
5.0,3,1.0,3.0,6.5138,1,0,1,0,1
4.0,0,1.0,2.0,6.3667,0,0,1,0,0
8.0,2,4.0,2.0,6.4423,0,0,1,0,0
1.0,0,3.0,1.0,6.0899,0,0,0,1,1
22.0,15,3.0,4.0,5.8308,0,0,0,0,1
33.0,9,4.0,2.0,9.812,0,0,0,0,1
32.0,3,3.0,3.0,6.3993,0,0,0,0,1
1.0,0,3.0,1.0,7.8685,0,0,0,0,1
14.0,0,4.0,3.0,7.8478,0,0,0,1,1
19.0,2,1.0,3.0,6.6077,0,1,1,0,0
15.0,12,1.0,4.0,7.8993,0,1,0,1,1
7.0,2,2.0,4.0,10.0726,0,1,0,0,0
16.0,0,4.0,1.0,6.5852,1,0,1,0,0
17.0,2,2.0,2.0,6.5706,1,0,0,0,0
24.0,14,1.0,3.0,6.9931,0,0,0,0,0
6.0,4,3.0,4.0,6.1719,0,0,0,1,1
7.0,7,4.0,3.0,5.8478,0,1,0,1,0
11.0,2,3.0,3.0,10.4576,0,0,0,0,0
9.0,4,1.0,4.0,8.6106,1,0,0,1,0
21.0,3,4.0,4.0,5.7317,1,0,0,1,0
16.0,7,3.0,2.0,5.6538,1,0,0,0,0
15.0,0,4.0,1.0,5.6803,0,0,0,0,0
16.0,8,4.0,2.0,6.9195,0,0,0,0,0
10.0,7,3.0,3.0,6.7114,1,0,0,0,0
8.0,2,1.0,4.0,6.4606,0,0,0,0,0
6.0,3,1.0,4.0,8.5046,0,1,0,1,0
15.0,0,4.0,1.0,7.2056,0,0,0,1,0
10.0,8,2.0,3.0,7.7477,0,0,0,1,0
6.0,1,3.0,1.0,6.4042,0,0,0,1,0
10.0,9,4.0,3.0,5.7783,1,0,0,0,0
10.0,2,3.0,3.0,8.0343,0,1,0,0,1
8.0,3,2.0,2.0,6.393,0,0,0,0,0
6.0,3,2.0,3.0,6.7517,0,0,0,0,1
13.0,9,3.0,3.0,6.123,1,0,1,0,0
10.0,8,3.0,3.0,5.6946,0,1,0,1,0
10.0,7,4.0,4.0,5.8695,0,0,0,1,0
25.0,4,3.0,3.0,5.9937,1,0,0,0,0
19.0,0,4.0,3.0,10.3132,0,1,1,0,1
6.0,3,2.0,2.0,8.5407,0,0,0,0,0
6.0,2,3.0,4.0,6.2051,0,1,1,0,0
7.0,2,2.0,3.0,6.1878,0,0,0,0,0
6.0,0,2.0,4.0,7.6431,0,0,0,0,0
6.0,4,2.0,1.0,7.0165,0,0,0,0,0
16.0,1,3.0,4.0,6.796,0,1,0,1,0
20.0,8,4.0,3.0,8.5385,0,0,0,0,1
16.0,0,2.0,4.0,6.6841,0,0,0,1,0
22.0,4,4.0,2.0,6.3529,0,0,0,1,0
9.0,3,3.0,1.0,7.8875,0,0,1,0,0
5.0,0,4.0,3.0,10.3371,0,1,0,1,0
24.0,7,2.0,1.0,9.9107,0,0,1,0,0
15.0,7,2.0,1.0,6.7337,0,0,1,0,0
12.0,4,3.0,4.0,10.4296,0,0,1,0,0
5.0,3,3.0,4.0,6.8039,0,0,0,0,0
9.0,1,1.0,1.0,6.1708,0,0,0,0,1
10.0,7,4.0,3.0,7.7003,0,0,0,0,0
7.0,0,1.0,4.0,7.1686,0,0,1,0,0
21.0,7,4.0,1.0,6.8723,0,1,1,0,0
2.0,2,3.0,3.0,6.8322,0,1,0,0,0
5.0,4,4.0,1.0,5.5514,0,0,0,1,0
9.0,3,3.0,2.0,5.797,1,0,0,1,1
0.0,0,2.0,3.0,7.2223,1,0,0,1,0
10.0,2,1.0,4.0,10.8811,0,0,0,0,1
1.0,0,2.0,2.0,7.0667,0,0,0,1,0
4.0,2,3.0,2.0,10.4749,0,0,0,1,1
20.0,0,4.0,1.0,9.3089,0,0,1,0,0
9.0,4,4.0,1.0,7.5628,0,0,0,1,1
5.0,2,2.0,3.0,6.6233,0,0,0,0,1
12.0,0,3.0,4.0,9.2509,0,0,0,1,0
6.0,4,2.0,3.0,7.364,0,0,0,1,0
10.0,2,1.0,4.0,10.9037,0,0,0,0,1
20.0,17,4.0,1.0,9.9514,0,0,0,1,0
10.0,2,1.0,1.0,6.2902,0,0,0,1,0
8.0,0,3.0,1.0,7.4365,0,1,0,1,0
9.0,7,3.0,4.0,9.9145,0,0,0,1,0
6.0,4,2.0,2.0,6.3129,0,0,0,1,0
16.0,0,1.0,4.0,5.8406,0,0,0,1,0
10.0,2,2.0,4.0,10.0567,0,0,0,0,0
10.0,2,3.0,2.0,7.0813,1,0,0,0,0
10.0,7,4.0,3.0,6.2531,0,0,0,0,0
17.0,15,4.0,3.0,8.089,0,0,0,0,1
10.0,8,3.0,4.0,6.4087,0,0,0,0,0
11.0,0,1.0,3.0,7.0637,0,1,0,0,1
2.0,0,3.0,1.0,5.8916,0,0,1,0,0
10.0,7,4.0,2.0,6.5642,0,0,1,0,1
5.0,3,3.0,2.0,7.2839,0,0,0,0,0
7.0,2,4.0,3.0,7.4421,1,0,1,0,1
10.0,0,4.0,4.0,8.6417,0,0,0,0,1
11.0,1,2.0,3.0,5.8169,0,0,0,0,0
28.0,10,3.0,2.0,10.0785,0,0,1,0,0
1.0,0,2.0,3.0,6.8305,0,1,0,1,0
8.0,7,3.0,2.0,7.1641,0,0,0,0,0
15.0,9,3.0,3.0,5.7195,1,0,0,0,0
9.0,7,2.0,4.0,7.7046,0,1,0,1,0
7.0,0,4.0,4.0,6.8074,1,0,0,1,0
10.0,7,4.0,4.0,5.5428,0,0,1,0,0
10.0,7,3.0,3.0,7.0969,0,0,0,0,0
27.0,1,1.0,4.0,5.6867,1,0,0,1,0
20.0,13,2.0,3.0,6.4356,0,1,0,1,0
14.0,7,3.0,4.0,7.4542,0,0,0,0,0
21.0,1,4.0,3.0,6.2478,0,0,0,0,0
